user,date,renderedContent
Oberacadabra,2022-12-11 05:12:25+00:00,"Tadi pagi sy nganter ibu vaksin booster di Lap Banteng. Pas parkir sy dipungut bea parkir Rp.20rb, ketika saya tanya mengapa semahal itu, kata mereka ""peraturan Pemda"". Kalau memang peraturan Pemda sy minta karcisnya tp mrk ga punya. Mrk ketakutan dilaporin, uangnya dibalikin. https://t.co/FtT1Z6tavP"
herrysw,2022-12-11 04:37:02+00:00,"Yang di Surabaya dan sudah vaksin booster boleh bersiap towel-towel ponsel flagship:
* Asus Zenfone 9.
* iQOO 11.
* ROG Phone 6.
* Xiaomi 12T.

Uang komitmen kehadiran kali ini lebih tinggi. Minimal Rp55 ribu, maksimal Rp75 ribu. Dipakai untuk makan-minum di hotel berbintang."
Polsek_Kalitidu,2022-12-11 04:15:58+00:00,"Sukseskan Vaksin Booster 

@listyosigitprabowo 
@divisihumaspolri 
@humaspoldajatim 
#bojonegoropresisi 
#polripresisi 
#maturpakkapolres 
#maturpakkapolsek 
#maturpakbhabin 
#polresbojonegoro 
#poldajatim
#kapolresbojonegoro
Polres Bojonegoro 
Polda Jatim
Kapolres Bojonegoro https://t.co/Q0tlAXKPTf"
ewalduce,2022-12-11 02:35:23+00:00,Halo min mau tanya kalau perjalanan domestik apakah bisa dilakukan oleh penumpang yg belum melakukan vaksin booster ? Jika bisa syaratnya apa ya thank you @KAI121
humaspolsektbn,2022-12-11 01:04:44+00:00,"Segera vaksin Booster 2 untuk lansia, untuk cegah penularan Covid-19 yang optimal #ayokitavaksin #ayovaksìncovid19 #vaksìnbooster #vaksìncovid19 #vaksinasicovid19 #vaksinaman #bersatulawancovid19 #bersamalawancorona #polrestabanan https://t.co/SzcBBSWT2h"
rkieved,2022-12-11 01:01:57+00:00,Ini vaksin booster lagi? Udah 3x lho. Kudu booster lagi kah?
Itss_kiiii,2022-12-11 01:00:10+00:00,"Vaksin Booster dan penerapan Prokes adalah dua kunci tak dapat terpisahkan. Mengingat kini telah kembali muncul virus covid-19 varian baru yang dinamakan Omicron BA.4 dan BA.5.
#LukasMundurPapuaMaju #TolakReferendum https://t.co/y67mXzKNXb"
Tamana013,2022-12-11 01:00:02+00:00,"Vaksin booster dan penerapan prokes adalah dua kunci utama yang tak terpisahkan 
#LukasMundurPapuaMaju https://t.co/II0kFebNdD"
bloswears42,2022-12-11 01:00:01+00:00,"Tetap taat prokes dan jalani vaksin booster demi kesehatan dan keselamatan bersama. 

#LukasMundurPapuaMaju #TolakReferendum https://t.co/JtMLpeWH9M"
PolsekPenebel,2022-12-11 00:50:10+00:00,"Segera vaksin Booster 2 untuk lansia, untuk cegah penularan Covid-19 yang optimal #ayokitavaksin #ayovaksìncovid19 #vaksìnbooster #vaksìncovid19 #vaksinasicovid19 #vaksinaman #bersatulawancovid19 #bersamalawancorona #polrestabanan https://t.co/A9ypk1EiuG"
KangCendol_33,2022-12-11 00:49:28+00:00,"Pemerintah terus berupaya melakukan upaya guna menekan angka laju kasus Covid-19 dgn trus menyediakan dan mendistribusikan Vaksin Booster. 
Vaksin Booster kedua utk saat ini diprioritaskan bagi masyarakat yg berusia lanjut. 

#JanganLengahTetapProkes ✔️✔️ https://t.co/SZ1OapFKtd"
hidayat_kirana,2022-12-11 00:48:48+00:00,@KAI121 Min tgl 18 des vaksin booster di surabaya pasar turi msh ada kah?
PSeltim,2022-12-11 00:30:17+00:00,"Segera vaksin Booster 2 untuk lansia, untuk cegah penularan Covid-19 yang optimal #ayokitavaksin #ayovaksìncovid19 #vaksìnbooster #vaksìncovid19 #vaksinasicovid19 #vaksinaman #bersatulawancovid19 #bersamalawancorona #polrestabanan https://t.co/6PTOJjNIlH"
HumasBaturiti,2022-12-11 00:28:50+00:00,"Segera vaksin Booster 2 untuk lansia, untuk cegah penularan Covid-19 yang optimal #ayokitavaksin #ayovaksìncovid19 #vaksìnbooster #vaksìncovid19 #vaksinasicovid19 #vaksinaman #bersatulawancovid19 #bersamalawancorona #polrestabanan https://t.co/Q4puIqL9oI"
Clara_Shinta99,2022-12-11 00:11:45+00:00,"Jaga Prokes &amp; tetap Waspada! Menkes Sebut Covid-19 Varian XBB Sudah Ditemukan di Indonesia

Karena adanya Covid-19 varian XBB budi menegaskan jika Indonesia belum bisa dikatakan aman dari Covid-19. Maka dari itu yuk vaksin booster dosis 2 cegah Covid-19.

#JanganLengahTetapProkes https://t.co/idCDwlMVU9"
Clara_Shinta99,2022-12-11 00:11:40+00:00,"Penyebaran kasus Covid-19 varian baru yaitu XXB begitu cepat meluas.

Pemerintah berupaya menekan laju kasus Covid-19 dengan cara menyediakan vaksin booster kedua dengan beberapa tahapan. Saat ini vaksinasi di prioritaskan untuk masyarakat lanjut usia.

#JanganLengahTetapProkes https://t.co/WhlJhcj3Tz"
TabananHumas,2022-12-11 00:10:21+00:00,"Segera vaksin Booster 2 untuk lansia, untuk cegah penularan Covid-19 yang optimal #ayokitavaksin #ayovaksìncovid19 #vaksìnbooster #vaksìncovid19 #vaksinasicovid19 #vaksinaman #bersatulawancovid19 #bersamalawancorona #polrestabanan https://t.co/72M9gDRUXn"
tabanan_polres,2022-12-11 00:02:45+00:00,"Segera vaksin Booster 2 untuk lansia, untuk cegah penularan Covid-19 yang optimal #ayokitavaksin #ayovaksìncovid19 #vaksìnbooster #vaksìncovid19 #vaksinasicovid19 #vaksinaman #bersatulawancovid19 #bersamalawancorona #polrestabanan https://t.co/5XYbSW1t9a"
AliBej0,2022-12-11 00:00:35+00:00,"Yuk tetap Waspada Varian XBB Sudah Masuk Indonesia.
Ingat #JanganLengahTetapProkes
~Menyusul temuan ini, Kemenkes bergegas melakukan upaya antisipatif dengan melakukan testing dan tracing terhadap 10 kontak erat.

Yuk jgn lupa vaksin Booster🙏 https://t.co/DrgdESzPi5"
AlshaibaShihab,2022-12-11 00:00:01+00:00,"Waspada covid-19 subvarian XBB sdh menyebar begitu cepat di Indonesia.
Pemerintah berupaya utk menekan laju varian baru tsb dg menyediakan vaksin booster tahap kedua dg cara bertahap. Tp saat ini Vaksinasi booster tahap II diprioritas utk lansia

#JanganLengahTetapProkes https://t.co/geRgai9B4i"
bearswoon,2022-12-10 23:40:08+00:00,@joshujishong OH IYA KAK AKU JUGA SUDAH MEMILIKI KTP DAN SUDAH VAKSIN BOOSTER ahayy semoga jadi pertimbangan dan menangg aamiin gustiii
DoubleKevhandra,2022-12-10 23:06:12+00:00,@GarudaCares kalo belum vaksin booster gimana ya??
BotakPahlawan,2022-12-10 21:07:13+00:00,@BakulJamu_79 Harus memperketat kembali prokes ya agar terhindar dari virus Covid-19 dan tidak lupa kembali melakukan vaksin booster.. https://t.co/pZxbPWelWx
ElisseJea,2022-12-10 18:17:56+00:00,Ayo Vaksin Booster untuk Cegah Penularan Covid-19 https://t.co/CiIEiOApgX
ElisseJea,2022-12-10 18:17:51+00:00,Ayo Vaksin Booster untuk Cegah Penularan Covid-19 https://t.co/kYXyruk35o
ElisseJea,2022-12-10 18:17:45+00:00,Ayo Vaksin Booster untuk Cegah Penularan Covid-19 https://t.co/I55qJ628HI
ElisseJea,2022-12-10 18:17:40+00:00,Ayo Vaksin Booster untuk Cegah Penularan Covid-19 https://t.co/bCC4m1laBE
ElisseJea,2022-12-10 18:17:35+00:00,Ayo Vaksin Booster untuk Cegah Penularan Covid-19 https://t.co/3umwwnkP1s
ElisseJea,2022-12-10 18:17:30+00:00,Ayo Vaksin Booster untuk Cegah Penularan Covid-19 https://t.co/7YFFgMZ167
yudy8000,2022-12-10 17:29:27+00:00,"@keuangannews_id Sama aja ente dukung 3 periode 😂
Coba vaksin booster ke4 ditancap ke otak ente brur.. biar bisa waras!!"
exonextdor,2022-12-10 16:31:48+00:00,@tribunjogja Info vaksin booster 1 di sleman dong min🙏
hyeriinnkim2,2022-12-10 15:56:37+00:00,kalo mau nntn BeTS tu harus udh vaksin booster kah? atau minimal vaksin 2 boleh?
AizuraHarcourt,2022-12-10 15:52:40+00:00,"@white_liliom 🍓
Salam kenal. Boleh kok kalau mau main, mau curhat juga boleh, mau cek kesehatan juga gapapa, mau tes PCR, swab, vaksin booster //HEH UDAH

Oh iya, ini mau dipanggil apa? Pakai kak apa eneng apa mbak?"
xxorainsoo,2022-12-10 14:12:05+00:00,"@aeribase gpp kambek ajaa, gue udah vaksin booster ini mahhh"
billyjoelbob78,2022-12-10 13:52:54+00:00,"@osijicare @infomalang @yusufgunawan Share info ya, di RSI Unisma sdh bisa vaksin booster kedua utk lansia, pokoknya sdh ada undangan dr pedulilindungi, bs langsung ke lantai 5. Jgn lupa bawa fotocopy KTP. Kl orang tua sulit jalan, bisa lhoo pinjem kursi roda di dpn ICU."
Yarsahikun,2022-12-10 13:45:53+00:00,Min distasiun @KAI121 @keretaapikita  ada vaksin booster gk yah?
mphiyaaa,2022-12-10 13:29:45+00:00,wta kalo anak 15 tahun naik kereta jarak jauh wajib vaksin booster gak ya???
adytya21,2022-12-10 13:26:03+00:00,"@musniumar Mudah saja, tinggal vaksin booster kan"
yooniaaaaa,2022-12-10 13:19:31+00:00,MAJU LO MIN YOONGI. GUE PUNYA BPJS DAN UDAH VAKSIN BOOSTER😎
wzuppg_,2022-12-10 11:37:15+00:00,"Heran dah, orang2 pada knp si vaksin booster aja pake nembak😑, mana bayar lagi. Nyusahin"
bomnalsflower_,2022-12-10 11:33:31+00:00,@tanyakanrl Aku abis vaksin booster
frckless,2022-12-10 11:30:09+00:00,bsk pas 18 lgsng vaksin booster deh biar ga sakit2an
bdibdi,2022-12-10 11:28:58+00:00,@KemenkesRI vaksin booster indovac kok gak keluar sertifikat nya di pedulilindungi?
itslemontea,2022-12-10 11:16:00+00:00,"@xxlsynch Sorry, mau tanya dong, masuk lotte harus vaksin booster dulu gak sih?"
itslemontea,2022-12-10 11:11:37+00:00,Masuk lotte avenue harus vaksin booster gak sih?
liputan6dotcom,2022-12-10 10:50:05+00:00,"Sebentar Lagi Nataru, Syarat Perjalanan Tetap Wajib Vaksin Booster https://t.co/HQKVa4lg4l"
jawapos,2022-12-10 10:48:02+00:00,"Vaksin Booster Kedua 13 persen, Dinkes DKI Minta Lansia Cepat Akses https://t.co/pqccYum4YT"
PinkVizard,2022-12-10 10:24:27+00:00,"Abis ngantar mama vaksin booster, langsung ke DM. Meliat2 uniqlo. Berharap ada t-shirt One piece atau Final Fantasy tp ga ada 😪. Spy X family aja sing banyakan. 
Hebat jg org Banjar belanjanya. Ada yg dpt Tumbler sampe 4. Berarti belanja bajunya sampe 2jt 😵 https://t.co/9hl0hN4OWU"
aripurup,2022-12-10 10:18:44+00:00,"@dheairy @karawangfess Koreksi sedikit, untuk skrg penumpang kereta jarak menengah/jauh wajib sdh vaksin booster.
Udh ga pake rapid/pcr."
ikhwanul_ikhsan,2022-12-10 10:06:10+00:00,"@feelsrainmann @tanyarlfes Aku sayap kiri, yg ada bekas suntik vaksin booster"
DaftarAkun17,2022-12-10 09:56:49+00:00,Siap untuk vaksin Booster 4 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/S63gmH3N9Z
chelsia77194900,2022-12-10 09:37:49+00:00,"Pastikan Penyebaran Covid-19 terhenti vaksin Booster ke-4 siap digelar, Presiden Jokowi jadi yang pertama terima Booster vaksin indovac
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/7G67aiBgEr"
nazillaaaaa,2022-12-10 09:26:15+00:00,Lega bgt udh vaksin booster. Mau masuk mall ga perlu pura pura jadi ibu menyusui lagi ☺️
karawangfess,2022-12-10 09:22:45+00:00,"gokar! punten mau nanyaaa, ini bakal jadi pertama kali aku naik kereta heheee emang bener ya harus vaksin booster dulu?"
BagasShepard,2022-12-10 09:03:59+00:00,pastikan penyebaran covid-19 terhenti vaksin booster ke -4 siap digelar presiden https://t.co/GL7IY92kGQ
abiskesuspen,2022-12-10 07:47:15+00:00,"Setelah baca baca, conservative barat pada spekulasi kalo dia mati karna Vaksin booster, kalo liberal baratnya bilang dia mati karena dibunuh pemerentah Qatar wkwkw bebas"
shelma_emma,2022-12-10 07:32:32+00:00,Dan gw ngerasa kok vaksin booster ga efektif ye? Tetep aja virusnya nyerang paru2. Katanya kalo udh booster gejalanya ga berat. Lah ini gw masuknya kategori berat. E2 ayam ah
MHRAI_Aulia,2022-12-10 07:31:40+00:00,"Vaksin booster ke 4 siap digelar !

#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/X6nWl5Ery4"
meldalstian,2022-12-10 07:22:52+00:00,Ada yang tau tempat vaksin booster di palembang atau prabumulih gak? Tolong Info dong
SubandirP,2022-12-10 07:13:51+00:00,"@AnggaHimata Ayo vaksin booster kedua

#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/4eRkVezT5Y"
hkasim2,2022-12-10 06:57:53+00:00,"Program Satgas Covid VCM RW013, menyelenggarakan Vaksin Booster ke 2 utk lansia usia 60th keatas. Total yg di vaksin sekitar 240 warga dsri 261 yg telah daftar. #VillaCinereMas #SatgasCovidVCM #RW013 #PisanganCiputatTimur https://t.co/X4oTccAhtj"
YogisaputraHD,2022-12-10 06:57:12+00:00,"Vaksin booster ke 4, siap digelar
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/wMrkWMyrcq"
polresta_sda,2022-12-10 06:39:48+00:00,"Mobil vaksinasi yang dihadirkan Polresta Sidoarjo, sebagai layanan jemput bola guna memudahkan masyarakat agar dapat terlayani dengan baik. Dalam hal ini layanan vaksin booster sebagai upaya mencegah penyebaran Covid-19.

#HadirUntukMelayani https://t.co/ALHDrHIuv1"
vherenpundoko,2022-12-10 06:31:46+00:00,"Vaksin Booster ke-4 siap di gelar

#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesi
#JokowiBapakInfrastruktur https://t.co/xdjfWY0GJg"
AmeliaZ17604959,2022-12-10 06:28:51+00:00,waktunya Vaksin Booster sekarang untuk kurangi resiko penularan Covid-19 https://t.co/kUM1Bo0bPq
TerenceDizzy,2022-12-10 06:08:15+00:00,"Vaksin Booster ke-4 siap digelar 
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/wgMFYPX50p"
Kaitlyn53504017,2022-12-10 06:07:44+00:00,"Vaksin booster ke-4 siap digelar untuk pastikan penyebaran covid-19 terhenti. Kami Mendukung Penuh ❤️

#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/SXgO2mje5u"
PutryAinayah,2022-12-10 05:32:28+00:00,"Presiden Jokowi menjadi orang pertama yang terima vaksin booster Indovac.

#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/9t78tVdQ8j"
Tessa63354929,2022-12-10 05:01:39+00:00,"Presiden Jokowi jd yg pertama terima vaksin booster ke 4, ini presiden yg jd panutan nih, keren pak jokowi #JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/d4XbPzv0jC"
ariefuady,2022-12-10 04:02:40+00:00,Alhamdulillah vaksin booster (pertama) 🤌🏼
127jh_,2022-12-10 03:55:40+00:00,gaissss td aku baru vaksin booster 1🥲
cutieswonu,2022-12-10 03:47:30+00:00,"@joshujishong bismillahirrahmanirrahim, done all rules kak. sebelumnya, terima kasih banyak untuk kakak-kakak baik yang udah mengadakan GA ini. kalau menang, ini bakal jadi 1st time aku ke konser.  semoga ini rezeki aku. btw ktp, izin, sama vaksin booster aaman kak #GABETSBLUEF #BETHESUNinJKT https://t.co/4E812oBchW"
aktualofficial,2022-12-10 03:46:09+00:00,RSD dr. Soebandi Gelar Vaksin Booster Sasar Lansia https://t.co/c6j5yqsDXX
EksisSosmed,2022-12-10 03:05:22+00:00,Ayo ikut vaksin booster agar penyebaran virus Covid-19 tidak meraba luas kembali https://t.co/RBDKUTHQlZ
riego_see,2022-12-10 02:55:42+00:00,"Cegah penyebaran Covid-19 varian baru XBB dengan mengikuti vaksin booster, XBB sudah terdeteksi di Indonesia, waspada selalu, dengan disiplin prokes dan segera di vaksin booster !!!
 #ProkesTamengCegahCovid https://t.co/31XzBxMm0t"
AdhiraShafini,2022-12-10 02:38:03+00:00,Antara nikmat yang aku patut bersyukur tahun ni aku kena covid 19 dalam keadaan cukup vaksin + booster. Tak terbayang macam mana orang kena covid masa mula mula dulu. Al fatihah untuk mangsa yang meninggal sebab covid 19.
BotakPahlawan,2022-12-10 02:23:51+00:00,Harus memperketat kembali prokes ya agar terhindar dari virus Covid-19 dan tidak lupa kembali melakukan vaksin booster.. https://t.co/MNM25MPC4u
ivanazizah,2022-12-10 01:41:59+00:00,Jadwal mens berantakan gara² habis vaksin booster pfizer apa gara² stress nii😭
RepelitaO,2022-12-10 01:38:54+00:00,[MENOHOK]   Elite NasDem: Bamsoet Harus Vaksin Booster 10 Kali Biar Tegak Lurus pada UU https://t.co/9RdBU7a7GM
harisatun_naila,2022-12-10 01:10:00+00:00,@whensaid___ sertifikat vaksin booster
vibranzt,2022-12-10 01:08:44+00:00,sudah ma vaksin booster 😎☝🏻
inicepmek,2022-12-10 01:00:46+00:00,"Vaksin Booster dan penerapan Protokol kesehatan merupakan dua kunci tak terpisahkan. Kita harus melaksanakan kedua hal tersebut, mengingat kini muncul virus varian baru yang dinamakan Omicron BA.4 dan BA.5  #SegeraGantiLE #TolakReferendum https://t.co/DcCIjjocgi"
Aeri056_,2022-12-10 01:00:26+00:00,Vaksin booster dan penerapan prokes merupakan 2 kunci tak terpisahkan untyk mencegah virus #SegeraGantiLE #PapuaDamai https://t.co/E3rrRIE8uP
rez_rahardian,2022-12-10 01:00:01+00:00,"Hay gais kalian sudah vaksin Booster kan,
jangan lupa yaa untuk selalu menerapkan protokol kesehatan ya.
ini tuh untuk memutus penyebaran virusnya

#SegeraGantiLE #PapuaIndonesia https://t.co/q4AQmke8jU"
Clara_Shinta99,2022-12-10 00:53:42+00:00,"Waktunya Vaksin Booster Sekarang

Mari kita sukseskan program pemerintah dengan melakukan vaksinasi booster untuk meningkatkan kekebalan tubuh dan menjaga risiko kematian.

Ayo segera vaksin booster Covid-19 untuk mengurangi risiko kematian.

#ProkesTamengCegahCovid https://t.co/x4XnE2I1ax"
riea_mariska86,2022-12-10 00:47:55+00:00,"Disiplin Protokol Kesehatan Lindungi Diri dan Keluarga Kita.

Segera vaksin booster untuk mengantisipasi kenaikan laju penularan COVID-19. Vaksin booster dapat memberikan perlindungan ekstra untuk kita dan sekitar. 

#ProkesTamengCegahCovid https://t.co/z3Ws6EExOQ"
lolasonya,2022-12-10 00:46:09+00:00,Vaksin booster ini ndk buat demam si tapi badan ngilu semua.😂
naesthtic,2022-12-10 00:46:02+00:00,awali pagi mu dengan vaksin booster https://t.co/CeuNNoFlpO
radaraktual,2022-12-10 00:41:24+00:00,Effendi Choirie: Bamsoet Harus Vaksin Booster 10 Kali Biar Tegak Lurus Pada UU https://t.co/hIIF5aSkyK
Bank_Aconk,2022-12-10 00:31:34+00:00,"Waktunya Vaksin Booster Sekarang

Ayo segera vaksin booster Covid-19 untuk mengurangi risiko kematian. Mari kita sukseskan program pemerintah dengan melakukan vaksinasi booster untuk meningkatkan kekebalan tubuh dan menjaga risiko kematian.

#ProkesTamengCegahCovid https://t.co/zbw792JJUm"
ema9319,2022-12-10 00:18:24+00:00,"@keretaapikita mau tanya, kalau naik kereta api dari mojokerto ke surabaya apa persyaratannya wajib vaksin booster?"
AliBej0,2022-12-10 00:11:04+00:00,"Vaksinasi tdk akan cukup utk mengatasi pandemi Cvd19. Karena itu pentingnya protokol kesehatan meski setelah mendapatkan vaksin booster Cvd19.

Bagi yg blm di vaksin ini waktunya vaksin Booster, mari di segerakan..🙏
#ProkesTamengCegahCovid https://t.co/WSExKNrFv2"
Revenge00810455,2022-12-10 00:03:07+00:00,"Jgn Tunda Lagi Vaksin Booster ❗

Warga diimbau tetap waspada dan menjaga imunitas tubuh dengan vaksin booster.

Perketat disiplin prokesnya jangan lupa.

#ProkesTamengCegahCovid https://t.co/GlCzJ4kjLF"
BekasiBanget,2022-12-09 23:54:38+00:00,"Info Lokasi Jadwal Vaksin Booster di Kota Bekasi Hari Ini, Sabtu 10 Desember 2022 - Kilas Cimahi - Kilas Cimahi https://t.co/U6ETzyWHWv"
Tjisungprk,2022-12-09 16:57:36+00:00,Emang sekarang kalo mau ke Kebun Binatang harus vaksin booster ya?
twinklemoon___,2022-12-09 14:46:39+00:00,@thatshua Syaratnya harus sudah vaksin booster sayang :(
radarmadiunweb,2022-12-09 14:44:01+00:00,Kota Madiun Hanya Mendapat Jatah 150 Dosis Vaksin Booster Kedua untuk Lansia https://t.co/jgPDU1Vc8m
loveblue44,2022-12-09 14:38:19+00:00,"@freemarleneson @literarybase Numpang nanya, klo belum vaksin booster boleh masuk ga?"
BellaniCani,2022-12-09 14:28:40+00:00,@aeribase Apakah gw hrs vaksin booster ke 4 biar ga meleyot 🙂 https://t.co/iYAGCJaEdR
